Customer Segment,RFM_score,F_quartile,R_quartile,M_quartile,Total Paid,last-to-present,Order ID,Units Sold
"Once Loyal, Now Gone",443,4,4,3,749798.94,1448,127912890,1122
Normal,432,3,4,2,1288452.06,931,998012912,3054
Churn customer,444,4,4,4,24891.51,2489,234863078,59
Normal,422,2,4,2,861771.84,1209,820441234,5648
Normal,433,3,4,3,772814.9,1843,760317695,3757
Normal,424,2,4,4,64423.65,845,387696635,6905
High paying customer,421,2,4,1,2769224.8,1028,188723504,6334
High paying customer,431,3,4,1,2118234,1631,242583978,4845
Normal,434,3,4,4,246089.03,2162,998756206,3011
Loyal custommer,413,1,4,3,421261.1,883,119153010,8878
"Once Loyal, Now Gone",442,4,4,2,881328.21,1802,161607444,2089
Loyal custommer,414,1,4,4,84025.98,2749,450794637,9006
Churn customer,444,4,4,4,144951,769,951980197,950
High paying customer,411,1,4,1,3957750.09,1872,697617518,9381
Normal,423,2,4,3,585350.26,1049,371814954,7162
High paying customer,411,1,4,1,3700898,2570,399292790,8465
"Once Loyal, Now Gone",442,4,4,2,850791.2,1146,183910119,1946
Churn customer,444,4,4,4,131160,1601,758177077,300
Normal,432,3,4,2,1000442.32,423,936546981,3919
Normal,434,3,4,4,33158.82,642,745008933,3554
Normal,422,2,4,2,1094904.42,2518,710620009,7107
High paying customer,411,1,4,1,6355915.97,481,543354451,9511
High paying customer,411,1,4,1,5545972.73,2092,570587241,8299
Loyal custommer,312,1,3,2,1303501.66,234,928654849,8461
High paying customer,411,1,4,1,3289898.22,761,653174817,7798
Normal,432,3,4,2,1798095.18,1370,737340390,4262
Churn customer,444,4,4,4,146763.04,1832,862059247,1343
High paying customer,411,1,4,1,6231428.49,2417,203501832,9569
Normal,423,2,4,3,710975.68,2031,325314033,6506
Churn customer,444,4,4,4,174003.17,1894,604494225,2129
High paying customer,431,3,4,1,2087192.8,1946,264042079,4774
Normal,423,2,4,3,274261,1245,877821624,5780
High paying customer,411,1,4,1,5588033.01,1304,759151256,8581
High paying customer,421,2,4,1,4244851.04,588,769180142,6352
Normal,424,2,4,4,63453.33,2617,223869454,6801
Churn customer,444,4,4,4,67754.17,1466,638856971,829
Normal,433,3,4,3,478490.88,2243,601861798,3136
High paying customer,431,3,4,1,2866210.03,1760,541613376,4289
Normal,423,2,4,3,440279.51,1398,876232039,5387
Loyal custommer,412,1,4,2,852056.16,368,513611114,7797
Normal,424,2,4,4,61857.9,1561,286317718,6630
Normal,433,3,4,3,634580.22,1881,953207576,4159
Churn customer,444,4,4,4,19070.52,880,594558894,2044
Churn customer,444,4,4,4,69143.58,1237,522813022,846
Normal,434,3,4,4,27355.56,631,202262866,2932
High paying customer,231,3,2,1,2023361.6,134,267961537,4628
Normal,133,3,1,3,581422.44,99,175434339,3774
Normal,343,4,3,3,278059.2,361,368852937,636
Loyal custommer,412,1,4,2,812477.93,788,627432048,9941
"Once Loyal, Now Gone",442,4,4,2,1446136.28,2485,689212548,2164
High paying customer,411,1,4,1,2086914,1249,221880328,8175
Normal,433,3,4,3,737876.88,1632,943274819,4836
High paying customer,421,2,4,1,4985962.47,689,621577537,7461
Normal,432,3,4,2,1644309.2,2499,137214791,3761
Loyal custommer,414,1,4,4,74397.42,1799,445654666,7974
Normal,334,3,3,4,153500.75,183,228047692,3235
Normal,422,2,4,2,1115359.8,436,706497991,7310
Normal,422,2,4,2,923435.64,1831,660231387,5994
Normal,243,4,2,3,453087.06,128,817518270,678
Normal,423,2,4,3,447308.29,1913,211463057,5473
"Once Loyal, Now Gone",442,4,4,2,1449477.63,1189,679108560,2169
Loyal custommer,412,1,4,2,1506422.34,1277,462591207,9873
High paying customer,421,2,4,1,2614893.2,1632,246913278,5981
Loyal custommer,412,1,4,2,781257.07,2498,172243583,9559
Normal,422,2,4,2,1215687,1789,765833175,5910
High paying customer,411,1,4,1,5943593.38,2027,314136731,8894
Normal,422,2,4,2,976278.22,1124,701155459,6337
Normal,432,3,4,2,1035905.2,2010,190003240,5036
High paying customer,311,1,3,1,5175817.08,297,401251018,7948
Normal,423,2,4,3,317915,2576,864071118,6700
Churn customer,444,4,4,4,111033,2586,888826406,2340
High paying customer,431,3,4,1,1942381.56,514,498089492,4604
High paying customer,411,1,4,1,6418065.08,1293,605026376,9604
High paying customer,431,3,4,1,2203286.19,2696,863823068,3297
New customer,144,4,1,4,134960.8,51,385886466,1235
"Once Loyal, Now Gone",442,4,4,2,944265.51,423,811978757,1413
Normal,422,2,4,2,978495.54,1299,464911210,6413
High paying customer,411,1,4,1,1864670.5,930,717114818,9065
Normal,422,2,4,2,784630.4,1896,939666926,7180
Normal,432,3,4,2,1403412,413,178000676,3210
Churn customer,444,4,4,4,30889.95,1532,930926358,651
High paying customer,421,2,4,1,3885770.07,2167,212106788,5967
High paying customer,411,1,4,1,1898611,2354,261049592,9230
Loyal custommer,413,1,4,3,774718.67,1632,575355994,9479
Normal,424,2,4,4,65291.34,1857,563722932,6998
Normal,432,3,4,2,831439.4,1213,517856299,4042
"Once Loyal, Now Gone",443,4,4,3,757292.55,1086,260821712,1795
Churn customer,444,4,4,4,180214.65,2182,125753819,2205
High paying customer,431,3,4,1,2009634.06,2170,204392325,3086
Churn customer,444,4,4,4,22276.68,2522,973334443,146
Loyal custommer,412,1,4,2,1589032.5,516,876949584,7725
High paying customer,431,3,4,1,2168512,1871,948918616,4960
High paying customer,411,1,4,1,2217362.08,2403,624555432,8686
Loyal custommer,412,1,4,2,1172242.54,1721,593766677,7609
High paying customer,411,1,4,1,3589862.01,858,901789844,8509
Loyal custommer,413,1,4,3,690700.23,541,478840672,8451
Loyal custommer,413,1,4,3,373763.65,2406,340390193,7877
High paying customer,421,2,4,1,2309290.4,632,260630738,5282
"Once Loyal, Now Gone",443,4,4,3,360038.22,1676,696613729,2337
High paying customer,411,1,4,1,2540801.84,725,936634957,9953
New customer,143,4,1,3,309324.75,39,142340171,475
High paying customer,121,2,1,1,4825466.1,12,747826755,7410
Normal,432,3,4,2,990231.12,1408,277556121,3879
Normal,133,3,1,3,772764.96,52,215584218,5016
Normal,422,2,4,2,857960.14,2076,284692084,5569
High paying customer,411,1,4,1,5586737.2,1480,656251847,8360
Loyal custommer,412,1,4,2,1199736.54,1524,249521672,7863
Normal,433,3,4,3,644345.34,1086,335680663,4223
Normal,434,3,4,4,27579.48,891,804650962,2956
High paying customer,421,2,4,1,4373827.15,2753,545135438,6545
Normal,433,3,4,3,519626.4,2535,863760411,4755
"Once Loyal, Now Gone",442,4,4,2,984691.26,2236,361424291,2334
Normal,423,2,4,3,641692.16,1041,212140262,5872
High paying customer,431,3,4,1,2258396.28,390,580674922,3468
Churn customer,444,4,4,4,15366.51,1725,293228375,1647
Loyal custommer,412,1,4,2,794415.6,1314,952280175,9720
Normal,422,2,4,2,1160842.1,2185,828963363,7535
Loyal custommer,412,1,4,2,925710.88,1213,465864360,8471
Loyal custommer,414,1,4,4,72232.86,1390,911891257,7742
Normal,432,3,4,2,1648622.09,2588,323881089,2467
Churn customer,444,4,4,4,21281.73,2715,406402146,2281
Churn customer,444,4,4,4,16616.73,2575,963607680,1781
High paying customer,421,2,4,1,3666129.22,1946,999879729,5486
Normal,424,2,4,4,63565.29,917,117929494,6813
Normal,433,3,4,3,510993.28,1477,374881684,4676
Normal,433,3,4,3,645692.3,2505,739195191,3139
Normal,433,3,4,3,700202.8,2376,739601600,3404
"Once Loyal, Now Gone",443,4,4,3,300975.12,1783,762370336,1179
High paying customer,411,1,4,1,1862202.1,1807,987692630,9053
"Once Loyal, Now Gone",443,4,4,3,486308.4,766,203036630,1905
High paying customer,311,1,3,1,2309773.44,249,674164283,9048
"Once Loyal, Now Gone",443,4,4,3,280747.2,2367,344762837,1840
High paying customer,421,2,4,1,4249796.46,917,517019879,6526
"Once Loyal, Now Gone",442,4,4,2,786522.8,367,193472945,1799
Normal,122,2,1,2,1411102,97,567912757,6860
Normal,223,2,2,3,576686.88,117,998094022,7056
Normal,434,3,4,4,25713.48,1887,102168405,2756
Churn customer,444,4,4,4,114780.6,904,738882339,558
Churn customer,444,4,4,4,17596.38,2554,466517961,1886
Normal,433,3,4,3,284747.32,2393,167255532,3484
Normal,423,2,4,3,699501.28,1922,786955249,6401
Churn customer,444,4,4,4,90624.4,1262,904229152,355
High paying customer,421,2,4,1,3379779.9,958,839397370,5190
High paying customer,411,1,4,1,3403164.8,2032,996879947,7784
Churn customer,444,4,4,4,65575.9,1171,648489749,1382
Churn customer,444,4,4,4,39312.13,2630,527948272,481
Churn customer,444,4,4,4,97681.5,1576,424541604,150
Normal,232,3,2,2,1213856.4,128,480652987,4755
New customer,144,4,1,4,10818.72,77,748646867,99
Loyal custommer,312,1,3,2,1207676.34,336,176630818,7839
Normal,434,3,4,4,154497.2,556,554721438,3256
Churn customer,444,4,4,4,75621.76,1142,943835294,692
Churn customer,444,4,4,4,5802.83,1699,287917602,71
Normal,432,3,4,2,1558039.77,590,611629760,3693
Normal,423,2,4,3,261402.05,1830,807430589,5509
High paying customer,411,1,4,1,1981919.5,2733,792541968,9635
High paying customer,411,1,4,1,2413417.12,1399,306839406,9454
Normal,433,3,4,3,375385.89,2423,840747058,4593
Normal,432,3,4,2,1241171.36,981,553104817,4862
Normal,422,2,4,2,1337156.64,567,118397271,5238
Loyal custommer,412,1,4,2,1562702.9,2099,189640176,7597
Churn customer,444,4,4,4,54140.45,1463,804475867,1141
"Once Loyal, Now Gone",443,4,4,3,756448.77,2294,913729751,1793
High paying customer,421,2,4,1,4165790.37,618,455178868,6397
"Once Loyal, Now Gone",442,4,4,2,1000909.77,1494,742129743,1537
Normal,433,3,4,3,669236.64,1850,416682088,4344
Normal,432,3,4,2,1722568,2083,383834254,3940
Normal,422,2,4,2,1110629.82,2541,609310185,7279
Normal,422,2,4,2,1115702.52,1433,438724696,7242
Normal,434,3,4,4,118814.8,447,964488732,2504
Loyal custommer,414,1,4,4,81712.14,687,824979960,8758
Normal,422,2,4,2,1427781.04,1609,630931794,5593
High paying customer,411,1,4,1,1841015,1688,493406999,8950
"Once Loyal, Now Gone",442,4,4,2,1637261.5,2721,893929469,2450
Normal,333,3,3,3,389771.8,304,471386277,2530
Churn customer,444,4,4,4,66551.52,2395,292413842,609
High paying customer,431,3,4,1,2733128.37,1168,872240483,4197
Normal,333,3,3,3,535848.5,181,541573894,2605
Churn customer,444,4,4,4,164195.57,1094,967258059,2009
Normal,433,3,4,3,694854.6,550,667758309,3378
"Once Loyal, Now Gone",442,4,4,2,1597833.57,2194,234262692,2391
Loyal custommer,412,1,4,2,863530.56,372,383611094,7902
Normal,422,2,4,2,1766027.04,449,580314862,6918
Loyal custommer,412,1,4,2,1320579.9,1575,902466189,8655
Churn customer,444,4,4,4,7491.99,875,720229613,803
Churn customer,444,4,4,4,63831.2,474,207119596,146
Normal,434,3,4,4,208495.3,2264,186317670,4394
High paying customer,421,2,4,1,4008848.76,971,567707622,6156
Loyal custommer,413,1,4,3,755757.31,1153,962686717,9247
Loyal custommer,412,1,4,2,1336624.56,995,491547477,8676
High paying customer,421,2,4,1,4268030.34,818,668951785,6554
High paying customer,131,3,1,1,2012415.3,100,445745217,4770
High paying customer,411,1,4,1,2528037.84,1396,140040338,9903
High paying customer,431,3,4,1,3031382.55,569,684050691,4655
"Once Loyal, Now Gone",442,4,4,2,1164794.61,505,799848306,1743
Loyal custommer,413,1,4,3,469660.1,2491,935789954,9898
High paying customer,411,1,4,1,2267907.52,2440,432681357,8884
Normal,433,3,4,3,720655.44,382,439655959,2823
Normal,433,3,4,3,768903.36,2022,874162662,3012
Normal,432,3,4,2,1600589.2,1233,746563756,3661
High paying customer,411,1,4,1,5753804.7,653,435417640,8610
Normal,434,3,4,4,31320.81,500,368524205,3357
Loyal custommer,413,1,4,3,376231.05,701,231341445,7929
"Once Loyal, Now Gone",443,4,4,3,641372.4,1353,700699698,1467
Churn customer,444,4,4,4,3246.84,2033,739320933,348
Loyal custommer,412,1,4,2,1382072.26,2535,227695357,8971
Normal,433,3,4,3,347679.42,1126,745078885,4254
Normal,434,3,4,4,26040.03,2163,281810319,2791
"Once Loyal, Now Gone",443,4,4,3,512563.09,459,349557769,767
Loyal custommer,312,1,3,2,1760997.7,300,622324693,8561
High paying customer,421,2,4,1,2679423.39,2217,128741586,6351
High paying customer,431,3,4,1,1963377.26,1873,643932998,2938
Churn customer,444,4,4,4,77818,816,901361119,1640
Churn customer,444,4,4,4,100594,477,349123036,2120
Normal,422,2,4,2,1012174.2,457,517459332,6570
Normal,432,3,4,2,1587150.18,1221,272182691,3762
Normal,432,3,4,2,1799944.44,704,849222838,2764
Loyal custommer,113,1,1,3,446884.1,3,631485402,9418
Churn customer,444,4,4,4,34069.1,552,510207927,718
Normal,434,3,4,4,27196.95,861,318306815,2915
Normal,422,2,4,2,853338.34,2325,346498763,5539
Churn customer,444,4,4,4,175122.08,2079,403828513,686
Loyal custommer,413,1,4,3,707046.23,377,239048612,8651
High paying customer,431,3,4,1,3181160.85,2020,345820701,4885
"Once Loyal, Now Gone",442,4,4,2,1067227.19,497,810593879,1597
Loyal custommer,414,1,4,4,83587.47,400,672102630,8959
Loyal custommer,412,1,4,2,1165406.04,1420,664562404,7638
High paying customer,411,1,4,1,6008714.67,464,730936563,9227
Churn customer,444,4,4,4,18173.35,1880,323164403,383
Normal,423,2,4,3,774576.64,1907,713357150,7088
Normal,432,3,4,2,1785087.6,2214,219737565,4083
Loyal custommer,412,1,4,2,1264430.46,421,300245893,8287
High paying customer,431,3,4,1,2968455.34,2092,724398410,4442
Loyal custommer,414,1,4,4,76020.84,2670,580014884,8148
Loyal custommer,413,1,4,3,747012.2,2242,154872739,9140
Normal,422,2,4,2,889234.32,817,982714021,5772
Normal,423,2,4,3,483432.95,2314,140499961,5915
"Once Loyal, Now Gone",443,4,4,3,533279.92,848,324014985,2089
Loyal custommer,114,1,1,4,74882.58,16,135336816,8026
High paying customer,131,3,1,1,2846161.93,31,849329268,4259
Normal,433,3,4,3,312868.64,1716,258121907,2863
Loyal custommer,412,1,4,2,1067993.44,782,173122918,9773
Loyal custommer,412,1,4,2,1659587.6,474,350697600,8068
Loyal custommer,414,1,4,4,77401.68,630,736272656,8296
"Once Loyal, Now Gone",443,4,4,3,472466.89,1840,265075910,707
Normal,433,3,4,3,309674.97,1331,660832202,3789
Best customer,111,1,1,1,2014214.4,9,603776681,9792
Churn customer,444,4,4,4,78578.7,744,150653302,515
Loyal custommer,414,1,4,4,91648.59,890,160045325,9823
High paying customer,421,2,4,1,3090566.8,1227,637188422,7069
High paying customer,421,2,4,1,3065452.74,1964,334373033,7266
Normal,433,3,4,3,417558.88,382,743185031,3821
High paying customer,421,2,4,1,3375221.43,670,235319697,5183
High paying customer,421,2,4,1,4672543.84,1053,873432672,6992
Loyal custommer,414,1,4,4,91415.34,2731,124833285,9798
Normal,433,3,4,3,432754.54,996,606118571,2809
High paying customer,431,3,4,1,1861809.39,561,206520497,2859
"Once Loyal, Now Gone",443,4,4,3,304091.94,2724,894637572,1993
"Once Loyal, Now Gone",443,4,4,3,436701.1,660,285187327,2123
High paying customer,411,1,4,1,5223355.41,1653,417606914,8021
Normal,242,4,2,2,808341.24,143,747774398,1916
Churn customer,444,4,4,4,155976.08,1808,227295386,611
Normal,434,3,4,4,253689.92,374,685329568,3104
Loyal custommer,413,1,4,3,419932.5,2716,795141351,8850
Churn customer,444,4,4,4,168012.18,1344,657170665,258
Churn customer,444,4,4,4,68185.65,1121,332528531,1437
Normal,432,3,4,2,1753540.48,783,416473519,2624
Normal,422,2,4,2,1422675.44,1148,880625712,5573
Loyal custommer,412,1,4,2,1741867.6,2106,280477797,8468
Churn customer,444,4,4,4,510.56,1927,918961560,2
Normal,424,2,4,4,64237.05,1311,141111505,6885
Churn customer,444,4,4,4,50263.95,1615,334958827,615
High paying customer,411,1,4,1,4970685.93,1911,217248904,7633
High paying customer,431,3,4,1,2684287.62,844,861527955,4122
Normal,343,4,3,3,514567.9,257,301639783,770
Loyal custommer,114,1,1,4,74276.13,32,629317748,7961
Normal,433,3,4,3,391768.8,2048,443071591,3585
High paying customer,421,2,4,1,3801119.76,2648,307265985,5688
Normal,433,3,4,3,544558.02,641,177190864,3569
Churn customer,444,4,4,4,44476.96,1641,250848186,407
High paying customer,431,3,4,1,2522136.33,665,543808495,3873
Loyal custommer,413,1,4,3,468568.75,516,650208079,9875
Churn customer,444,4,4,4,139763.28,449,160522115,916
Normal,423,2,4,3,571864.81,2435,539696347,6997
"Once Loyal, Now Gone",443,4,4,3,565955.76,2111,312593495,2217
Normal,433,3,4,3,686029.18,1626,771674382,4453
Normal,433,3,4,3,403791.26,415,610781323,2621
Normal,432,3,4,2,1830158.82,2603,907047402,4338
Normal,422,2,4,2,1025795.34,1716,170747125,6723
Normal,343,4,3,3,266587.2,280,518421494,1296
Loyal custommer,413,1,4,3,474025.5,2488,384462964,9990
High paying customer,431,3,4,1,2128289.6,910,607071721,4868
Loyal custommer,412,1,4,2,1045372.48,422,105030000,9566
High paying customer,431,3,4,1,1918603.17,2048,574015748,2871
High paying customer,411,1,4,1,1849860.1,519,449206340,8993
Normal,434,3,4,4,211579.55,2282,181789672,4459
High paying customer,421,2,4,1,3103844.73,1166,314773595,7357
Normal,422,2,4,2,1010479.54,2147,501036059,6559
"Once Loyal, Now Gone",443,4,4,3,438264.33,934,275281178,673
Normal,423,2,4,3,612075.97,1307,940512788,7489
Normal,422,2,4,2,1499004.16,1444,440849006,5872
Normal,133,3,1,3,497258.22,40,601727044,3259
Normal,434,3,4,4,37805.16,1763,359267365,4052
Normal,422,2,4,2,867819.98,1342,523707807,5633
Churn customer,444,4,4,4,72254.14,1187,772269189,469
Normal,433,3,4,3,672317.84,1410,130356919,4364
Normal,423,2,4,3,608471.04,1962,460751855,5568
Churn customer,444,4,4,4,69611.85,646,386220777,165
High paying customer,431,3,4,1,2717185.82,658,540463674,4066
Loyal custommer,414,1,4,4,81087.03,1615,511518990,8691
High paying customer,431,3,4,1,1957781.6,2289,735989415,4478
Churn customer,444,4,4,4,119775.3,2207,954040992,785
Normal,334,3,3,4,28997.64,268,216625344,3108
Normal,344,4,3,4,48731.15,243,826677262,1027
Normal,433,3,4,3,467572.1,1975,760619390,3035
Normal,233,3,2,3,647645.36,119,767849338,2537
Normal,223,2,2,3,276965.65,144,311490571,5837
Normal,432,3,4,2,893149.4,2331,813441741,4342
Normal,433,3,4,3,721855.98,2406,296820819,4731
Churn customer,444,4,4,4,77343.2,1662,697992599,376
"Once Loyal, Now Gone",442,4,4,2,1026982.8,2401,318507659,2349
Churn customer,444,4,4,4,133321.6,1191,660924899,1220
Loyal custommer,414,1,4,4,87646.02,504,774698626,9394
Normal,433,3,4,3,752565.44,1863,720878922,2948
Normal,433,3,4,3,507011.46,2434,660053288,3291
Loyal custommer,413,1,4,3,708680.83,2720,197449910,8671
High paying customer,321,2,3,1,3498951.33,236,469740045,5373
High paying customer,411,1,4,1,4964825.04,2630,151724898,7624
Best customer,111,1,1,1,5864737.52,81,880535161,8776
High paying customer,421,2,4,1,4426620.48,975,955108296,6624
Normal,432,3,4,2,1294269.6,2172,578923118,5070
Normal,423,2,4,3,668465.76,582,497689092,6117
High paying customer,421,2,4,1,2961245.91,804,745189607,7019
Normal,432,3,4,2,1525828,1105,312732970,3490
Normal,322,2,3,2,949317.72,253,566795241,6162
Normal,424,2,4,4,49253.07,886,142728126,5279
Normal,423,2,4,3,453928.42,1763,947433745,5554
Loyal custommer,413,1,4,3,762213.98,1222,191301858,9326
Normal,434,3,4,4,202089.55,504,256943881,4259
Loyal custommer,412,1,4,2,994229.44,1810,306601655,9098
"Once Loyal, Now Gone",442,4,4,2,980722.26,815,400215470,1506
Normal,424,2,4,4,69928.35,2120,753166282,7495
Churn customer,444,4,4,4,61590.1,1619,406432616,1298
"Once Loyal, Now Gone",443,4,4,3,517711.95,683,562147510,795
Loyal custommer,412,1,4,2,1747832.9,921,592586934,8497
"Once Loyal, Now Gone",443,4,4,3,461056.68,2173,448096978,708
Normal,433,3,4,3,634727.2,1746,831722819,4120
Normal,423,2,4,3,308614.8,544,157127940,6504
Normal,423,2,4,3,292861.4,1661,699803197,6172
High paying customer,411,1,4,1,3635004.24,1782,153147542,8616
